Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,J Guanche,Diversidad cultural e identidad cultural: un binomio interactivo,2017,Boletín. Por el desarrollo de la comunidad y la cultura,academia.edu,https://www.academia.edu/download/62331994/Diversidad_cultural_e_identidad_cultural__un_binomio_interactivo20200310-39802-p10sn4.pdf,"https://scholar.google.com/scholar?cites=7552225700075523863&as_sdt=2005&sciodt=0,5&hl=en",353,09/05/22 09:46,PDF,,,,,,,,2,0.40,2,1,5,… Si la identidad cultural forma parte de la subjetividad elaborada y enriquecida desde la realidad … cultural como especificidad humana y para valorar la dinámica de la identidad cultural. …,https://www.academia.edu/download/62331994/Diversidad_cultural_e_identidad_cultural__un_binomio_interactivo20200310-39802-p10sn4.pdf,"https://scholar.google.com/scholar?q=related:F8-TxELlzmgJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
2,"NEM Padilla, JM Brito",Visión cultural de la tecnología: el impacto de la tecnología en la identidad cultural latinoamericana,2000,Ciencia y Sociedad,revistas.intec.edu.do,https://revistas.intec.edu.do/index.php/ciso/article/view/602,"https://scholar.google.com/scholar?cites=17446186662626041135&as_sdt=2005&sciodt=0,5&hl=en",354,09/05/22 09:46,,,,,,,,,2,0.09,1,2,22,"… DE LA LINESCO Problemática esencialmente tercermundista, la búsqueda y valoración en torno a la Identidad Cultural de nuestros pueblos se encuentra delineada en la política …",https://revistas.intec.edu.do/index.php/ciso/article/download/602/613,"https://scholar.google.com/scholar?q=related:L5379lVOHfIJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
1,"YP Espinoza, MAV Quinatoa",Aporte a la innovación de la coctelería tradicional conservando la identidad cultural ecuatoriana.,2020,Revista Científica y Tecnológica …,incyt.upse.edu.ec,https://incyt.upse.edu.ec/ciencia/revistas/index.php/rctu/article/view/526,"https://scholar.google.com/scholar?cites=7333132528061186146&as_sdt=2005&sciodt=0,5&hl=en",355,09/05/22 09:46,,,,,,,,,1,0.50,1,2,2,"… clásica o tradicional para conservar la identidad cultural, basándose en una metodología exploratoria … Este estudio busca el rescate de una parte de la identidad cultural de pueblos y …",https://incyt.upse.edu.ec/ciencia/revistas/index.php/rctu/article/download/526/474,"https://scholar.google.com/scholar?q=related:YgDzgS6FxGUJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
2,"NE Moya Padilla, JM Brito",Visión cultural de la tecnología: el impacto de la tecnología en la identidad cultural latinoamericana,2000,Ciencia y sociedad,repositoriobiblioteca.intec.edu.do,http://repositoriobiblioteca.intec.edu.do/handle/123456789/607,"https://scholar.google.com/scholar?cites=11759426558171305516&as_sdt=2005&sciodt=0,5&hl=en",356,09/05/22 09:46,,,,,,,,,2,0.09,1,2,22,"… DE LA LINESCO Problemática esencialmente tercermundista, la búsqueda y valoración en torno a la Identidad Cultural de nuestros pueblos se encuentra delineada en la política …",https://repositoriobiblioteca.intec.edu.do/bitstream/handle/123456789/607/CISO20002502-244-258.PDF?sequence=1,"https://scholar.google.com/scholar?q=related:LFYYiibgMaMJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
6,SM Hirsch,Tirando el mal del otro lado de la frontera: brujería e identidad cultural entre los guaraníes de Bolivia y Argentina,2000,Revista de investigaciones folclóricas,mail.arteprecolombino.com.ar,http://mail.arteprecolombino.com.ar/ifa/publicaciones/RIF15.pdf#page=35,"https://scholar.google.com/scholar?cites=12080779893032572213&as_sdt=2005&sciodt=0,5&hl=en",357,09/05/22 09:46,PDF,,,,,,,,6,0.27,6,1,22,"… de América Latina las fronteras son “invenciones” e imposiciones de los estados nacionales que no reflejan sus propias nociones del espacio, la territorialidad y la identidad cultural. …",http://mail.arteprecolombino.com.ar/ifa/publicaciones/RIF15.pdf#page=35,"https://scholar.google.com/scholar?q=related:NVXjVU6Np6cJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
1,J Chanet-García,De las políticas a las poéticas de la identidad cultural,2005,"Thémata, 35, 611-618",idus.us.es,https://idus.us.es/bitstream/handle/11441/27750/file_1.pdf?sequence=1,"https://scholar.google.com/scholar?cites=515134014315114696&as_sdt=2005&sciodt=0,5&hl=en",358,09/05/22 09:46,PDF,,,,,,,,1,0.06,1,1,17,"… identidad cultural es ese sentido no otorgado al sujeto sino “fabricado” por él. Su devenir … Es necesario concebir por tanto la identidad cultural tal y como aparece en la realidad social, …",https://idus.us.es/bitstream/handle/11441/27750/file_1.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:yDD5HqgfJgcJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
1,HC Winter,Estudio de la identidad cultural mediante una construcción epistémica del concepto identidad cultural regional,2018,Cinta de Moebio: Revista Electrónica de …,dialnet.unirioja.es,https://dialnet.unirioja.es/servlet/articulo?codigo=6692290,"https://scholar.google.com/scholar?cites=15689905981988170851&as_sdt=2005&sciodt=0,5&hl=en",359,09/05/22 09:46,,,,,,,,,1,0.25,1,1,4,"… de identidad cultural, identidad cultural latinoamericana e identidad cultural regional… Respecto de esta última, se presentan aplicaciones al estudio de la Identidad Cultural de la …",,"https://scholar.google.com/scholar?q=related:Y2yup1y-vdkJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
6,G Cole,"“Transcultureo cubano”: la santería, el negrismo y la definición de la identidad cultural cubana a comienzos del siglo XX",2012,Dissidences,digitalcommons.bowdoin.edu,https://digitalcommons.bowdoin.edu/cgi/viewcontent.cgi?article=1082&context=dissidences,"https://scholar.google.com/scholar?cites=13154302012071614338&as_sdt=2005&sciodt=0,5&hl=en",360,09/05/22 09:46,PDF,,,,,,,,6,0.60,6,1,10,"… de autores como Fernando Ortiz, Alejo Carpentier, Nicolás Guillén sirvieron para revalorizar las tradiciones africanas existentes en Cuba y llegar a incorporarlas a la identidad cultural …",https://digitalcommons.bowdoin.edu/cgi/viewcontent.cgi?article=1082&context=dissidences,"https://scholar.google.com/scholar?q=related:ghe8Sfx3jbYJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
1,ML Arredondo,Identidad cultural en México,2005,"Inventio, la génesis de la cultura universitaria en …",dialnet.unirioja.es,https://dialnet.unirioja.es/descarga/articulo/2390904.pdf,"https://scholar.google.com/scholar?cites=7567268248862835793&as_sdt=2005&sciodt=0,5&hl=en",361,09/05/22 09:46,PDF,,,,,,,,1,0.06,1,1,17,"… En México existen tres importantes representaciones simbólicas que inciden en la identidad cultural, la “mexicanidad”, de sus habitantes: considerar a la Virgen de Guadalupe como la …",https://dialnet.unirioja.es/descarga/articulo/2390904.pdf,"https://scholar.google.com/scholar?q=related:UcSPFWFWBGkJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
3,SM Solís Morán,Estrategias de enseñanza etnoeducativas en la recuperación de la identidad cultural del pueblo afro ecuatoriano en la unidad educativa “Valle del Chota”,2019,,dspace.uce.edu.ec,http://www.dspace.uce.edu.ec/handle/25000/20089,"https://scholar.google.com/scholar?cites=15346330919811672912&as_sdt=2005&sciodt=0,5&hl=en",362,09/05/22 09:46,,,,,,,,,3,1.00,3,1,3,… al fortalecimiento de la identidad cultural del pueblo afroecuatoriano… identidad cultural del pueblo afroecuatoriano? • ¿Cuál es la importancia de la recuperación de su identidad cultural …,http://www.dspace.uce.edu.ec/bitstream/25000/20089/1/T-UCE-0010-FIL-666.pdf,"https://scholar.google.com/scholar?q=related:UOv3yKke-dQJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
3,JC Andrade Rosales,Estudio de la identidad cultural gastronómica de Guayaquil y su vínculo en el fortalecimiento del sector turístico de la ciudad en el año 2015,2015,,repositorio.ug.edu.ec,http://repositorio.ug.edu.ec/handle/redug/8403,"https://scholar.google.com/scholar?cites=4691585289005912298&as_sdt=2005&sciodt=0,5&hl=en",363,09/05/22 09:46,,,,,,,,,3,0.43,3,1,7,"El presente proyecto fue realizado en el sector norte, Ciudadela Sauces I, con la finalidad de promover la identidad Gastronómica de la Ciudad de Guayaquil, a través de un sitio web …",http://repositorio.ug.edu.ec/bitstream/redug/8403/1/TESIS%20JUAN%20CARLOS%20ANDRADE%202015%20final3.pdf,"https://scholar.google.com/scholar?q=related:6lClmPbbG0EJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
2,LA Bracho,El agotamiento de la identidad cultural: una apuesta a las identificaciones.,2007,,repositorioslatinoamericanos.uchile …,https://repositorioslatinoamericanos.uchile.cl/handle/2250/204627,"https://scholar.google.com/scholar?cites=8547864261121117405&as_sdt=2005&sciodt=0,5&hl=en",364,09/05/22 09:46,,,,,,,,,2,0.13,2,1,15,"CONTENIDO Traspasar la frontera o entre Juyá y Pulowi. Una muestra situada en los límites de la representación. Rodríguez, Albeley El agotamiento de la identidad cultural: una …",,"https://scholar.google.com/scholar?q=related:3YxhyEEdoHYJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
5,LI Prádanos,"La mujer inmigrante latinoamericana en el cine español actual: hacia una identidad cultural relacional en"" Princesas""(2005)",2012,Confluencia,JSTOR,https://www.jstor.org/stable/43490383,"https://scholar.google.com/scholar?cites=10420252006915874074&as_sdt=2005&sciodt=0,5&hl=en",365,09/05/22 09:46,,,,,,,,,5,0.50,5,1,10,"… a cabo de manera consistente desde el inicio de la democracia, cuando desaparece el régimen franquista que, al menos oficialmente, mantenía el discurso de una identidad cultural …",,"https://scholar.google.com/scholar?q=related:Gp1Fzv0rnJAJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
5,A Bertelli,Intercomprensión e identidad cultural: consideraciones acerca de procesos interculturales en el aprendizaje receptivo plurilingüe,2016,Prácticas pedagógicas,books.google.com,https://books.google.com/books?hl=en&lr=&id=ZQejDwAAQBAJ&oi=fnd&pg=PA39&dq=%22identidad+cultural%22&ots=CpFyovqLV3&sig=kJXNs9E_ND5Qbwa9GU4-y-FlT8g,"https://scholar.google.com/scholar?cites=8177508969322049854&as_sdt=2005&sciodt=0,5&hl=en",366,09/05/22 09:46,,,,,,,,,5,0.83,5,1,6,"… , de la naturaleza paradigmática de la identidad cultural propia y del otro, además de la … lógico e interpretativo de la comprensión de la identidad cultural de Geertz (1973), que pasa por …",,"https://scholar.google.com/scholar?q=related:PvEC0BRZfHEJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
4,BG Yika Zapata,Identidad cultural y currículo alternativo: el caso de la institución educativa nacional José María Arguedas de Carabayllo,2008,,cybertesis.unmsm.edu.pe,http://cybertesis.unmsm.edu.pe/handle/20.500.12672/2897,"https://scholar.google.com/scholar?cites=3577980296192456624&as_sdt=2005&sciodt=0,5&hl=en",367,09/05/22 09:46,,,,,,,,,4,0.29,4,1,14,"… Por ello, en el capítulo 1 se definirá la identidad cultural para poder analizar la propuesta del colegio. Esta investigación considera la identidad cultural su variable central; pues rescata…",https://cybertesis.unmsm.edu.pe/bitstream/handle/20.500.12672/2897/Yika_zb(1).pdf?sequence=1,"https://scholar.google.com/scholar?q=related:sPflVx-KpzEJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
6,MJP Alfonso,Una apuesta por la sostenibilidad y la proyección de la identidad cultural. Turismo alternativo en pequeñas comunidades latino-americanas,2007,Anales del Museo de América,dialnet.unirioja.es,https://dialnet.unirioja.es/servlet/articulo?codigo=2572574,"https://scholar.google.com/scholar?cites=13738905791705143055&as_sdt=2005&sciodt=0,5&hl=en",368,09/05/22 09:46,,,,,,,,,6,0.40,6,1,15,El turismo es un fenómeno que está llegando a lugares hasta hace poco desconocidos por la mayor parte de los viajeros; sitios que resultan atractivos para los turistas tanto por su …,https://dialnet.unirioja.es/descarga/articulo/2572574.pdf,"https://scholar.google.com/scholar?q=related:D1cklQZmqr4J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
4,PA Toscano Pinto,"Hitos urbanos de la ciudad de Ambato, como gestores de identidad cultural en el diseño de indumentaria casual unisex para jóvenes ambateños de 18 a 25 años",2018,,repositorio.uta.edu.ec,http://repositorio.uta.edu.ec/handle/123456789/27218,"https://scholar.google.com/scholar?cites=3228749450221329493&as_sdt=2005&sciodt=0,5&hl=en",369,09/05/22 09:46,,,,,,,,,4,1.00,4,1,4,"La presente investigación se divide en siete capítulos; El capítulo I permite conocer el problema y el porqué de su interés social, con lo cual se integraron los objetivos para su posterior …",https://repositorio.uta.edu.ec/bitstream/123456789/27218/1/Tesis%20Paulina%20Toscano.pdf,"https://scholar.google.com/scholar?q=related:VRwusYTSziwJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
4,"AG Aguilar Erazo, CR Armas Bastidas",Propuesta de desarrollo de turismo comunitario para el fortalecimiento de la identidad cultural como estrategia para el desarrollo local en las parroquias de Bilován y …,2017,,repositoriointerculturalidad.ec,https://www.repositoriointerculturalidad.ec/jspui/handle/123456789/3326,"https://scholar.google.com/scholar?cites=12825834682769516003&as_sdt=2005&sciodt=0,5&hl=en",370,09/05/22 09:46,,,,,,,,,4,0.80,2,2,5,"Las parroquias de Bilován y Balsapamba, de acuerdo a datos presentes en el Sistema Integrado de Indicadores Sociales del Ecuador desarrollado por el Ministerio Coordinador de …",https://www.repositoriointerculturalidad.ec/jspui/bitstream/123456789/3326/1/Tesis%20Carla%20Armas%20y%20Gabriela%20Aguilar%20.pdf,"https://scholar.google.com/scholar?q=related:46VclrCE_rEJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
3,I Leibrandt,El papel de Alemania en la construcción de la memoria colectiva e identidad cultural europea,2009,,dadun.unav.edu,https://dadun.unav.edu/handle/10171/22498,"https://scholar.google.com/scholar?cites=16058476996518465533&as_sdt=2005&sciodt=0,5&hl=en",371,09/05/22 09:46,,,,,,,,,3,0.23,3,1,13,"… el papel de Internet que, como medio electrónico, influye en la recepción de los acontecimientos históricos, la construcción nacional y social de la memoria e identidad cultural. El lema …",https://dadun.unav.edu/bitstream/10171/22498/1/alemania.pdf,"https://scholar.google.com/scholar?q=related:_c9DM78r294J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
2,"K Rodríguez-Diagostinin, Y Guerra–Pupo",La narración histórica para el desarrollo de la identidad cultural,2013,Luz,redalyc.org,https://www.redalyc.org/pdf/5891/589165815006.pdf,"https://scholar.google.com/scholar?cites=14518497564944799209&as_sdt=2005&sciodt=0,5&hl=en",372,09/05/22 09:46,PDF,,,,,,,,2,0.22,1,2,9,… a fortalecer el valor identidad cultural. Desde estos … al desarrollo de la identidad cultural en los estudiantes de … esta para el desarrollo del valor identidad cultural. Respecto a la …,https://www.redalyc.org/pdf/5891/589165815006.pdf,"https://scholar.google.com/scholar?q=related:6ZXo7pwQfMkJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
3,"K Meso, JP Dasilva, T Mendiguren",Ficción televisiva y construcción de la identidad cultural. El caso vasco de Goenkale,2010,SLCS–Actas del II Congreso …,revistalatinacs.org,http://www.revistalatinacs.org/10SLCS/actas_2010/215_Meso.pdf,"https://scholar.google.com/scholar?cites=11425070719138664401&as_sdt=2005&sciodt=0,5&hl=en",373,09/05/22 09:46,PDF,,,,,,,,3,0.25,1,3,12,… Este artículo aborda los mecanismos de construcción de la identidad cultural en las series televisivas de ficción. El objeto de estudio es el serial de producción propia de la televisión …,http://www.revistalatinacs.org/10SLCS/actas_2010/215_Meso.pdf,"https://scholar.google.com/scholar?q=related:0Q_6U0kBjp4J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
1,CL Valencia Castillo,Propuesta educativa fundamentada en la historia regional lambayecana para el fortalecimiento de la identidad cultural,2020,,tesis.usat.edu.pe,http://tesis.usat.edu.pe/handle/20.500.12423/2715,"https://scholar.google.com/scholar?cites=6465756601971098192&as_sdt=2005&sciodt=0,5&hl=en",374,09/05/22 09:46,,,,,,,,,1,0.50,1,1,2,… de mejoramiento de la identidad cultural que atienda dicha … de identidad Cultural que se evidencia es muy clara al advertir la problemática que enfrenta el tema de la identidad cultural; …,http://tesis.usat.edu.pe/bitstream/20.500.12423/2715/1/TL_ValenciaCastilloCindy.pdf,"https://scholar.google.com/scholar?q=related:UMKfWF_7ulkJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
5,LC Martínez García,"La ficción televisiva de TV3 como productora de referentes de identidad cultural catalana: estudio de caso de la sitcom"" Plats bruts""",2008,,tdx.cat,https://www.tdx.cat/handle/10803/4145,"https://scholar.google.com/scholar?cites=780979466050871709&as_sdt=2005&sciodt=0,5&hl=en",375,09/05/22 09:46,BOOK,,,,,,,,5,0.36,5,1,14,"… En este sentido, la investigación da cuenta de cómo se expresa la identidad cultural en las … ser una investigación que trata sobre la identidad cultural es necesario incluir en el estudio …",https://www.tdx.cat/bitstream/handle/10803/4145/lcmg1de1.pdf?sequ,"https://scholar.google.com/scholar?q=related:nSHWwq-Y1goJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
5,"M Alì, R Ailincai",La ideología educativa de los Wayana-Apalaï de la Guyana francesa: una identidad cultural autóctona en vía de transfiguración,2017,Revista Kavilando,hal.archives-ouvertes.fr,https://hal.archives-ouvertes.fr/hal-01587174/,"https://scholar.google.com/scholar?cites=8239634516996491006&as_sdt=2005&sciodt=0,5&hl=en",376,09/05/22 09:46,,,,,,,,,5,1.00,3,2,5,"En este texto, se describen los caracteres propios a la ideología educativas de los Wayana-Apalaï, una comunidad indígena que vive en el sector amazónico de la Guayana francesa, …",https://hal.archives-ouvertes.fr/hal-01587174/file/ALI%2C%20M.%20et%20AILINCAI%2C%20R.%20%282017%29.%20La%20ideolog%C3%ADa%20educativa%20de%20los%20Wayana-Apala%C3%AF%20de%20la%20Guyana%20francesa.pdf,"https://scholar.google.com/scholar?q=related:_oafEPAPWXIJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
3,BB Velázquez,La Identidad Cultural en los Instructores de Arte y su Formación Desde la Pintura,2015,… Formación y Calidad Educativa. ISSN 1390 …,refcale.uleam.edu.ec,http://refcale.uleam.edu.ec/index.php/refcale/article/view/98,"https://scholar.google.com/scholar?cites=13703350703945640868&as_sdt=2005&sciodt=0,5&hl=en",377,09/05/22 09:46,,,,,,,,,3,0.43,3,1,7,"… UNESCO, desarrollada en México en 1982, la identidad cultural está expresada como una … La identidad cultural se produce a través del patrimonio y como una consecuencia de él. …",http://refcale.uleam.edu.ec/index.php/refcale/article/download/98/61,"https://scholar.google.com/scholar?q=related:pGtHndwULL4J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
1,"S Romero Matamoros, RE Duran Quispe","Costumbres Tradicionales y la Identidad Cultural en la Comunidad de Llahuecc, Acoria-Huancavelica",2020,,repositorio.unh.edu.pe,http://repositorio.unh.edu.pe/handle/UNH/3390,"https://scholar.google.com/scholar?cites=18255136371242391039&as_sdt=2005&sciodt=0,5&hl=en",378,09/05/22 09:46,,,,,,,,,1,0.50,1,2,2,… relación que existe entre la identidad cultural y la práctica de … ¿Qué relación existe entre la identidad cultural y la práctica de … tradicionales y la identidad cultural en la comunidad de …,https://repositorio.unh.edu.pe/bitstream/handle/UNH/3390/TESIS-2020-EDUCACI%C3%93N%20PRIMARIA-ROMERO%20MATAMOROS%20Y%20DURAN%20QUISPE.pdf?sequence=1&isAllowed=y,"https://scholar.google.com/scholar?q=related:_1U3Ts9FV_0J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
2,"JJ Faundes, PB Molina","Hermenéuticas del derecho humano a la identidad cultural en la jurisprudencia interamericana, un análisis comparado a la luz del ICCAL",2021,Revista Brasileira de Políticas …,cienciasaude.uniceub.br,https://www.cienciasaude.uniceub.br/RBPP/article/view/7842,"https://scholar.google.com/scholar?cites=11410108446584710091&as_sdt=2005&sciodt=0,5&hl=en",379,09/05/22 09:46,,,,,,,,,2,2.00,1,2,1,"… , el derecho humano a la identidad cultural puede ser comprendido bajo diversos alcances … humano a la identidad cultural; estudia el derecho fundamental a la identidad cultural, sus …",,"https://scholar.google.com/scholar?q=related:y6Ndxy3ZWJ4J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
1,SM Domínguez,Los etnotextos: una herramienta de fortalecimiento de la identidad cultural de estudiantes de sexto grado.,2019,Revista Cedotic,investigaciones.uniatlantico.edu.co,http://investigaciones.uniatlantico.edu.co/revistas/index.php/CEDOTIC/article/view/2237,"https://scholar.google.com/scholar?cites=15394474045102780305&as_sdt=2005&sciodt=0,5&hl=en",380,09/05/22 09:46,HTML,,,,,,,,1,0.33,1,1,3,… el desarrollo de la identidad cultural Mochica en educación … sirven para incentivar en el estudiante su identidad cultural. … la parte integral de los estudiantes y de su identidad cultural. …,http://investigaciones.uniatlantico.edu.co/revistas/index.php/CEDOTIC/article/view/2237,"https://scholar.google.com/scholar?q=related:kW9SopQopNUJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
4,L Saldi,"Municipio, identidad cultural y comunidades indígenas: El caso huarpe en el noreste de Mendoza",2013,,ri.conicet.gov.ar,https://ri.conicet.gov.ar/handle/11336/3019,"https://scholar.google.com/scholar?cites=11055299350644017125&as_sdt=2005&sciodt=0,5&hl=en",381,09/05/22 09:46,,,,,,,,,4,0.44,4,1,9,En el presente artículo analizamos cómo funcionarios de la Municipalidad de Lavalle representan e interpelan a las comunidades indígenas huarpe situadas en el área no irrigada del …,https://ri.conicet.gov.ar/bitstream/handle/11336/3019/Identidades_Saldi.pdf?sequence=1&isAllowed=y,"https://scholar.google.com/scholar?q=related:5Ue-mC9QbJkJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
2,"WB Walter, KG Mendoza, ...",El fomento de la música popular y la identidad cultural de los ecuatorianos,2019,Universidad …,uctunexpo.autanabooks.com,https://www.uctunexpo.autanabooks.com/index.php/uct/article/view/236,"https://scholar.google.com/scholar?cites=14449401701380348818&as_sdt=2005&sciodt=0,5&hl=en",382,09/05/22 09:46,,,,,,,,,2,0.67,1,3,3,"… , confirmando que estamos en una crisis de identidad cultural tradicional y popular. La discusión … y plantearse la posibilidad de recuperar la identidad cultural de la música ecuatoriana. …",https://www.uctunexpo.autanabooks.com/index.php/uct/article/download/236/354,"https://scholar.google.com/scholar?q=related:kluzi0qWhsgJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
5,"R Ccohaquira Cruz, D Huaman Medina",Fortaleciendo la identidad cultural desde la revaloración de las actividades rituales andinas en los niños y niñas de la Institución Educativa Inicial Nuestra Señora del …,2017,,190119145154,http://190.119.145.154/handle/UNSA/3576,"https://scholar.google.com/scholar?cites=11239938296489320661&as_sdt=2005&sciodt=0,5&hl=en",383,09/05/22 09:46,,,,,,,,,5,1.00,3,2,5,"En nuestro país coexisten una diversidad de culturas constituidas en la Amazonía, el Ande y la Costa peruana; de la misma forma cada pueblo y cada comunidad posee sus propias …",http://190.119.145.154/bitstream/handle/UNSA/3576/EDScccrr.pdf?sequence=1&isAllowed=y,"https://scholar.google.com/scholar?q=related:1SCOM1RI_JsJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
2,FJ Aguilar Perea,Análisis de recepción Comunicacional del Pasillo en la Construcción de Identidad Cultural en los Estudiantes de la Escuela del Pasillo NICASIO SAFADI Guayaquil …,2019,,repositorio.ug.edu.ec,http://repositorio.ug.edu.ec/handle/redug/44348,"https://scholar.google.com/scholar?cites=6896521163557820716&as_sdt=2005&sciodt=0,5&hl=en",384,09/05/22 09:46,,,,,,,,,2,0.67,2,1,3,… del pasillo como factor de influencia de identidad cultural en los estudiantes. Hipótesis: los … correcta recepción comunicacional fortaleciendo la identidad cultural musical. Propuesta: …,http://repositorio.ug.edu.ec/bitstream/redug/44348/1/An%C3%A1lisis%20de%20recepci%C3%B3n%20Comunicacional%20del%20Pasillo%20.pdf,"https://scholar.google.com/scholar?q=related:LNnTe3VdtV8J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
3,D Verdecia Almaguer,La música en el desarrollo de la identidad cultural en escolares primarios de sexto grado,2011,,repositorio.uho.edu.cu,https://repositorio.uho.edu.cu/handle/uho/2520,"https://scholar.google.com/scholar?cites=10676246403220657201&as_sdt=2005&sciodt=0,5&hl=en",385,09/05/22 09:46,,,,,,,,,3,0.27,3,1,11,"… al desarrollo de la identidad cultural desde el proceso de … el desarrollo de la identidad cultural de escolares primarios, … el desarrollo de la identidad cultural en escolares primarios de …",https://repositorio.uho.edu.cu/xmlui/bitstream/handle/uho/2520/tes.pdf?sequence=1&isAllowed=y,"https://scholar.google.com/scholar?q=related:MVSC3omlKZQJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
4,"RM Cedeño, E Piñeiro",Fotografía y comunicación intergeneracional en la recuperación de la memoria histórica y fortalecimiento de la identidad cultural,2017,Revista San Gregorio,dialnet.unirioja.es,https://dialnet.unirioja.es/servlet/articulo?codigo=6236970,"https://scholar.google.com/scholar?cites=8453871398015480962&as_sdt=2005&sciodt=0,5&hl=en",386,09/05/22 09:46,,,,,,,,,4,0.80,2,2,5,"… elemental de sostenimiento, preservación y fortalecimiento de la historia y de la identidad cultural. … , del conjunto de saberes ancestrales representativos de nuestra identidad cultural. …",https://dialnet.unirioja.es/descarga/articulo/6236970.pdf,"https://scholar.google.com/scholar?q=related:gjSM9z4vUnUJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
4,LS Pascual,En torno a la identidad cultural de la segunda generación de emigrantes españoles en Holanda y Suiza,1984,Reis,JSTOR,https://www.jstor.org/stable/40183042,"https://scholar.google.com/scholar?cites=13750777212616331131&as_sdt=2005&sciodt=0,5&hl=en",387,09/05/22 09:46,,,,,,,,,4,0.11,4,1,38,"… que pivotan todos los demás: la identidad cultural de la segunda generación. El análisis que … La aproximación a nuestro objeto (la identidad cultural) será, por tanto, de tipo estructural. …",https://dialnet.unirioja.es/descarga/articulo/251114.pdf,"https://scholar.google.com/scholar?q=related:e0-IJwWT1L4J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
